64 10000 64 100000 100000000 0.250000 0.150000 1.145000
n M absM M2 M4
5033 -9.812191e+00 1.406541e+01 2.788223e+02 1.545541e+05
5034 -3.437651e+00 5.759286e+00 4.971397e+01 7.065239e+03
5035 -1.816373e+01 1.851076e+01 4.353543e+02 3.374293e+05
5036 4.948359e+00 1.182814e+01 2.128795e+02 1.117980e+05
5037 1.306470e+01 1.396655e+01 2.737541e+02 1.611473e+05
5038 -1.769966e+01 1.776592e+01 3.957114e+02 2.795672e+05
5039 8.534351e+00 1.141012e+01 2.395564e+02 1.836270e+05
5040 2.108058e+00 1.767804e+01 3.953795e+02 2.832515e+05
5041 -4.155837e+00 9.656512e+00 1.279453e+02 3.400476e+04
5042 6.578299e+00 1.159867e+01 2.185480e+02 1.206541e+05
5043 -8.594874e+00 1.089131e+01 1.985021e+02 1.238917e+05
5044 3.541743e-02 8.686378e+00 1.187414e+02 3.816862e+04
5045 2.805139e-01 9.388806e+00 1.258961e+02 3.561040e+04
5046 -7.950562e-01 8.671171e+00 1.353665e+02 6.644568e+04
5047 -9.878553e+00 1.230427e+01 2.134074e+02 1.090616e+05
5048 -2.862265e+00 1.184467e+01 2.180742e+02 1.283837e+05
5049 6.487619e+00 1.058443e+01 1.579439e+02 5.021053e+04
5050 7.108168e+00 9.430445e+00 1.615495e+02 8.354035e+04
5051 5.320768e+00 1.816819e+01 4.988983e+02 5.649323e+05
5052 1.875183e+00 6.563011e+00 6.968744e+01 1.529852e+04
5053 -1.892904e+01 2.104338e+01 5.482177e+02 5.144501e+05
5054 -7.239537e+00 1.348545e+01 2.615964e+02 1.442370e+05
5055 4.377705e+00 1.964149e+01 4.811183e+02 3.901980e+05
5056 1.774201e+01 1.860113e+01 4.301302e+02 3.033221e+05
5057 2.054474e+00 9.603179e+00 1.376856e+02 4.538596e+04
5058 1.013257e+01 1.220839e+01 2.031779e+02 8.642586e+04
5059 -2.138970e+00 1.105510e+01 1.965207e+02 1.081304e+05
5060 7.091794e+00 1.133150e+01 1.960121e+02 1.041177e+05
5061 7.840482e+00 1.380152e+01 2.502809e+02 1.162332e+05
5062 7.412437e+00 1.323325e+01 2.703032e+02 1.690183e+05
5063 -6.396756e+00 1.236480e+01 2.078578e+02 8.724075e+04
5064 -3.432646e+00 1.205132e+01 2.017113e+02 8.638001e+04
5065 -7.394620e+00 1.226562e+01 2.003546e+02 7.371931e+04
5066 8.366585e+00 1.820254e+01 3.852644e+02 2.288565e+05
5067 -4.279907e+00 1.209311e+01 2.253504e+02 1.240234e+05
5068 7.458652e+00 1.326264e+01 2.708511e+02 2.013436e+05
5069 2.777053e+00 1.132320e+01 1.889253e+02 8.997022e+04
5070 8.837753e+00 1.558001e+01 3.334605e+02 2.132784e+05
5071 -1.129541e+01 2.038118e+01 5.113359e+02 4.281428e+05
5072 -2.140000e+00 9.847189e+00 1.643730e+02 9.301708e+04
5073 -4.423094e+00 1.309885e+01 2.407011e+02 1.116024e+05
5074 7.537451e+00 1.087868e+01 1.655250e+02 5.688540e+04
5075 -1.027714e+00 1.203594e+01 1.970363e+02 8.216416e+04
5076 -9.385816e+00 1.288164e+01 2.522518e+02 1.624175e+05
5077 1.767936e+00 1.452237e+01 3.246469e+02 2.360590e+05
5078 -6.562105e+00 1.134979e+01 1.730605e+02 6.135453e+04
5079 -1.219988e+01 1.519923e+01 3.421795e+02 2.726844e+05
5080 -1.670411e+01 1.695104e+01 3.336423e+02 1.747545e+05
5081 1.209488e+00 9.280646e+00 1.175577e+02 2.909582e+04
5082 1.097834e+01 1.189767e+01 2.336044e+02 1.755086e+05
5083 -8.358320e+00 1.500593e+01 2.925112e+02 1.725981e+05
5084 -1.658883e+01 1.805918e+01 4.872422e+02 5.367343e+05
5085 2.376717e+00 7.556377e+00 8.615670e+01 1.923698e+04
5086 2.045783e+01 2.140951e+01 5.818575e+02 5.705820e+05
5087 2.126287e+01 2.126334e+01 5.042877e+02 3.481455e+05
5088 1.271681e+01 1.380931e+01 2.612418e+02 1.247831e+05
5089 -7.225219e+00 1.229646e+01 2.106657e+02 8.756651e+04
5090 7.635994e+00 1.115440e+01 1.947319e+02 9.608236e+04
5091 6.505612e+00 1.187131e+01 2.321322e+02 1.668948e+05
5092 -3.199946e+00 6.806925e+00 6.912637e+01 1.185905e+04
5093 3.524057e+00 1.654314e+01 3.809493e+02 2.989725e+05
5094 -1.973964e+00 1.098954e+01 1.805221e+02 7.708777e+04
5095 7.769517e+00 1.044347e+01 1.556572e+02 5.818434e+04
5096 -6.767229e+00 1.166498e+01 2.272807e+02 1.418700e+05
5097 -7.767122e+00 1.146480e+01 2.164517e+02 1.228258e+05
5098 1.117941e+00 1.085634e+01 1.692864e+02 6.692218e+04
5099 1.094691e+01 1.638440e+01 3.364312e+02 1.904604e+05
5100 -1.342067e+01 1.519389e+01 3.655575e+02 3.034084e+05
5101 -4.267191e+00 7.668865e+00 8.149805e+01 1.473948e+04
5102 6.365268e-01 6.405751e+00 6.205115e+01 9.463135e+03
5103 -1.487489e+01 1.723822e+01 4.013837e+02 3.851493e+05
5104 -1.231853e+01 1.429648e+01 2.632696e+02 1.322266e+05
5105 1.782466e+00 8.071684e+00 1.196317e+02 5.000821e+04
5106 5.818774e+00 8.828192e+00 1.117405e+02 2.867473e+04
5107 -3.282391e-01 1.080315e+01 1.827532e+02 8.810194e+04
5108 8.099852e+00 1.312723e+01 2.351236e+02 1.034626e+05
5109 4.100676e-01 1.047092e+01 1.505723e+02 4.885323e+04
5110 -6.663758e-01 6.263660e+00 6.171849e+01 1.051761e+04
5111 3.868931e+00 8.289675e+00 9.761282e+01 2.022214e+04
5112 -1.215301e+01 1.430351e+01 3.268855e+02 2.901874e+05
5113 8.848672e+00 1.080792e+01 1.686988e+02 5.856127e+04
5114 -2.292364e+00 1.117479e+01 1.810855e+02 7.608624e+04
5115 1.386762e+00 1.226595e+01 2.078213e+02 9.200518e+04
5116 -2.936273e+00 8.901696e+00 1.144849e+02 3.072323e+04
5117 1.158272e-01 7.573683e+00 8.538107e+01 1.690957e+04
5118 1.511879e+01 1.543060e+01 3.288852e+02 2.240344e+05
5119 1.894559e+01 1.900490e+01 4.088139e+02 2.360337e+05
5120 5.247269e+00 1.283214e+01 2.196626e+02 9.868950e+04
5121 9.019967e+00 1.027752e+01 1.479810e+02 5.254640e+04
5122 4.397171e+00 1.426004e+01 2.720539e+02 1.344036e+05
5123 -1.685665e+01 1.949229e+01 4.950831e+02 4.123281e+05
5124 1.759398e+00 8.687865e+00 1.193232e+02 4.541190e+04
5125 -4.913703e+00 9.584710e+00 1.495305e+02 6.472722e+04
5126 -1.289207e-01 8.399575e+00 1.100141e+02 3.318131e+04
5127 8.300793e+00 1.220567e+01 2.246874e+02 1.285941e+05
5128 9.835549e+00 1.328064e+01 2.506292e+02 1.437370e+05
5129 3.246591e+00 1.422852e+01 2.533134e+02 1.136741e+05
5130 -3.006563e+00 7.650197e+00 9.510898e+01 2.879775e+04
5131 4.941096e+00 7.680362e+00 1.091000e+02 4.093624e+04
5132 -7.323270e+00 9.379016e+00 1.660246e+02 1.046653e+05
5133 -8.295943e+00 1.617466e+01 3.485611e+02 2.286250e+05
5134 3.473367e+00 1.303497e+01 2.339067e+02 1.028898e+05
5135 -4.036417e-01 1.073328e+01 1.511271e+02 4.556932e+04
5136 9.091920e+00 1.287929e+01 2.650510e+02 1.844599e+05
5137 -7.040349e-01 1.168846e+01 1.982216e+02 8.668627e+04
5138 -2.726029e+00 1.458570e+01 3.295653e+02 2.592376e+05
5139 -1.018213e+00 9.140261e+00 1.285960e+02 4.161164e+04
5140 -1.222188e+01 1.266641e+01 2.192447e+02 9.803547e+04
5141 -1.032790e+01 1.308412e+01 2.458578e+02 1.381173e+05
5142 -2.130398e+00 9.355752e+00 1.275418e+02 3.625092e+04
5143 1.270419e+01 1.361557e+01 2.646235e+02 1.469751e+05
5144 9.878551e+00 1.438377e+01 2.716339e+02 1.416656e+05
5145 5.794585e+00 1.134782e+01 1.684844e+02 5.494442e+04
5146 -1.476859e+01 1.502363e+01 3.146050e+02 2.308133e+05
5147 -1.434706e+01 1.494361e+01 3.031739e+02 2.023502e+05
5148 1.306613e+00 1.464560e+01 3.145603e+02 2.262340e+05
5149 -9.727737e-01 8.104902e+00 1.003251e+02 2.606256e+04
5150 1.958760e+00 9.737493e+00 1.315234e+02 3.690690e+04
5151 9.864616e+00 1.073610e+01 1.766681e+02 8.268986e+04
5152 -3.845626e-01 1.133244e+01 1.679777e+02 5.468895e+04
5153 1.321538e+01 1.440951e+01 3.001607e+02 1.872750e+05
5154 -6.850878e+00 8.526486e+00 1.267034e+02 6.617224e+04
5155 1.126285e-01 7.232766e+00 8.486520e+01 2.300444e+04
5156 -5.365174e+00 1.045890e+01 1.711457e+02 8.523417e+04
5157 2.065366e+00 1.416946e+01 2.739315e+02 1.487509e+05
5158 -2.414712e+00 1.901825e+01 4.587726e+02 3.614074e+05
5159 -7.367695e+00 9.825729e+00 1.468343e+02 5.440980e+04
5160 5.457483e+00 1.272213e+01 2.292725e+02 1.313356e+05
5161 -9.459655e+00 1.119179e+01 1.843199e+02 9.085673e+04
5162 8.856413e+00 1.090464e+01 1.745631e+02 9.027106e+04
5163 -1.672849e+00 1.121623e+01 2.049945e+02 1.175265e+05
5164 8.905116e-01 1.155050e+01 1.710885e+02 5.666344e+04
5165 -1.462302e+01 1.552435e+01 3.135338e+02 1.701660e+05
5166 -6.997358e+00 1.012675e+01 1.473087e+02 4.860095e+04
5167 3.507813e+00 1.490523e+01 2.852598e+02 1.440659e+05
5168 -5.447718e+00 9.749629e+00 1.603927e+02 7.446298e+04
5169 -5.785437e+00 1.112594e+01 1.948806e+02 9.685712e+04
5170 -5.830706e+00 8.710703e+00 1.136202e+02 3.019541e+04
5171 -5.686066e+00 9.303487e+00 1.243787e+02 3.396549e+04
5172 2.389940e+00 1.488942e+01 3.032144e+02 1.862211e+05
5173 1.550951e+01 1.574749e+01 2.996708e+02 1.398160e+05
5174 9.273280e+00 1.342556e+01 2.306481e+02 9.821001e+04
5175 3.516045e-01 9.696205e+00 1.578625e+02 8.300566e+04
5176 -7.152214e+00 1.145727e+01 1.755321e+02 5.939348e+04
5177 -1.369916e+01 1.504093e+01 2.873705e+02 1.402279e+05
5178 -5.755586e+00 9.436503e+00 1.259288e+02 3.562960e+04
5179 -1.432697e+00 1.220242e+01 2.049750e+02 9.001583e+04
5180 2.046337e-01 1.049513e+01 1.630955e+02 6.325810e+04
5181 -6.559307e+00 1.130437e+01 1.980640e+02 1.032739e+05
5182 1.783640e+00 7.154036e+00 7.991259e+01 1.758928e+04
5183 -6.717263e+00 1.024872e+01 1.538405e+02 4.953230e+04
5184 -3.279073e+00 7.437572e+00 9.819752e+01 3.437883e+04
5185 -1.425596e+01 1.459478e+01 2.891239e+02 1.832191e+05
5186 5.383485e+00 9.583429e+00 1.367916e+02 5.299892e+04
5187 -1.391491e+01 1.577991e+01 3.847181e+02 3.324976e+05
5188 1.508373e+01 1.620645e+01 4.142329e+02 3.926059e+05
5189 -1.067300e+01 1.158985e+01 2.334317e+02 1.831946e+05
5190 8.772341e+00 1.276670e+01 2.352229e+02 1.238833e+05
5191 6.855287e-01 1.071555e+01 1.697532e+02 8.414140e+04
5192 -1.575518e+00 6.155886e+00 6.408631e+01 1.226200e+04
5193 -4.735690e+00 1.354301e+01 2.531480e+02 1.618095e+05
5194 1.148604e+01 1.839965e+01 4.332936e+02 2.964755e+05
5195 7.596974e-01 7.212620e+00 8.438615e+01 2.258606e+04
5196 -3.273205e+00 1.688719e+01 3.906911e+02 3.223243e+05
5197 1.081116e+01 1.297340e+01 2.729600e+02 2.113995e+05
5198 4.685282e+00 1.390331e+01 2.687221e+02 1.456769e+05
5199 -1.024909e+01 1.509331e+01 3.103112e+02 1.951883e+05
5200 3.434214e-01 9.068922e+00 1.172231e+02 3.395899e+04
5201 1.072863e+01 1.229741e+01 2.482119e+02 1.834423e+05
5202 -7.417722e+00 1.108654e+01 1.796716e+02 7.129163e+04
5203 1.325027e+01 1.462397e+01 3.203535e+02 2.620438e+05
5204 2.778327e+00 8.724551e+00 1.263901e+02 5.015120e+04
5205 4.087150e+00 1.252255e+01 2.328098e+02 1.268463e+05
5206 2.477981e+00 1.095643e+01 1.846500e+02 8.866218e+04
5207 7.595535e+00 1.109063e+01 1.762905e+02 6.467014e+04
5208 1.428915e+00 9.722025e+00 1.512002e+02 6.322239e+04
5209 5.691560e+00 9.881161e+00 1.355498e+02 4.241787e+04
5210 -9.455659e+00 9.928997e+00 1.429507e+02 6.314811e+04
5211 1.311854e+00 7.402718e+00 9.391534e+01 2.680960e+04
5212 7.687946e+00 1.354491e+01 2.305988e+02 9.404314e+04
5213 8.451131e+00 1.123165e+01 1.639172e+02 5.089835e+04
5214 -1.153649e+01 1.867202e+01 4.617661e+02 3.916024e+05
5215 -5.431059e+00 1.486323e+01 3.270278e+02 2.503683e+05
5216 1.504882e+01 1.548606e+01 3.905573e+02 4.976660e+05
5217 1.408798e+01 1.437900e+01 2.736068e+02 1.334399e+05
5218 1.041435e+01 1.076819e+01 1.727595e+02 6.859564e+04
5219 3.468012e+00 1.092748e+01 1.640384e+02 5.521935e+04
5220 7.258635e+00 1.651733e+01 3.519386e+02 2.263608e+05
5221 1.130241e+01 1.220236e+01 2.188335e+02 1.129957e+05
5222 1.541646e+01 1.708484e+01 4.049236e+02 3.456202e+05
5223 -6.759102e-01 7.709167e+00 8.493225e+01 1.642579e+04
5224 -1.207880e+01 1.472825e+01 2.977362e+02 1.780242e+05
5225 7.788707e+00 1.835093e+01 4.311715e+02 3.094805e+05
5226 9.621939e+00 1.269202e+01 2.607107e+02 2.037433e+05
5227 -1.462170e+01 1.463393e+01 2.657956e+02 1.214767e+05
5228 5.818278e+00 8.655639e+00 1.077377e+02 2.598949e+04
5229 7.597025e+00 1.543060e+01 3.269540e+02 2.116545e+05
5230 -1.109827e+01 1.776422e+01 4.277813e+02 3.233302e+05
5231 -1.592209e+01 1.876776e+01 3.933899e+02 2.107295e+05
5232 -5.710699e+00 1.502960e+01 3.193837e+02 2.649799e+05
5233 1.926221e+00 9.090702e+00 1.277930e+02 4.336684e+04
5234 1.308529e+00 9.395226e+00 1.501955e+02 7.998728e+04
5235 1.871486e+01 1.940350e+01 5.591588e+02 7.210869e+05
5236 4.734680e+00 7.074475e+00 8.409588e+01 2.228954e+04
5237 -7.028356e+00 1.457694e+01 2.674560e+02 1.194016e+05
5238 1.061529e+01 1.287640e+01 2.370549e+02 1.212857e+05
5239 3.429668e+00 1.067856e+01 1.554797e+02 5.806873e+04
5240 9.875443e+00 1.011979e+01 1.651756e+02 7.685384e+04
5241 -4.555370e+00 1.123428e+01 2.006504e+02 1.251644e+05
5242 -3.603729e+00 1.200587e+01 2.091311e+02 9.624375e+04
5243 6.554168e-01 6.582524e+00 7.277680e+01 1.758245e+04
5244 -1.113309e+00 1.029945e+01 1.498154e+02 5.117839e+04
5245 1.848037e+01 1.942284e+01 5.317663e+02 5.199990e+05
5246 6.124889e+00 1.257793e+01 2.451362e+02 1.461117e+05
5247 -2.268393e+00 7.908921e+00 9.976877e+01 2.806389e+04
5248 7.415690e+00 8.997257e+00 1.158463e+02 3.235004e+04
5249 6.721168e+00 1.119643e+01 1.641955e+02 5.359641e+04
5250 1.174004e+01 1.461141e+01 3.142047e+02 2.533741e+05
5251 1.702557e+01 1.797125e+01 5.044076e+02 6.575011e+05
5252 -9.027339e+00 1.271510e+01 2.795538e+02 2.490814e+05
5253 6.127696e+00 1.380849e+01 2.619427e+02 1.404801e+05
5254 4.825155e+00 1.120331e+01 1.768508e+02 7.423451e+04
5255 -8.164918e+00 1.279980e+01 2.434176e+02 1.526451e+05
5256 -3.726226e+00 1.005863e+01 1.713402e+02 9.152213e+04
5257 6.947525e+00 1.463812e+01 2.861715e+02 1.515859e+05
5258 -1.060192e+01 1.211415e+01 1.838575e+02 6.118053e+04
5259 1.484029e+01 1.490581e+01 2.707585e+02 1.227297e+05
5260 3.081194e+00 1.073153e+01 1.719211e+02 7.096320e+04
5261 1.030757e+01 1.295947e+01 2.168017e+02 9.155325e+04
5262 1.339597e+01 1.382110e+01 2.614499e+02 1.368278e+05
5263 4.923342e+00 8.663394e+00 1.217998e+02 5.023499e+04
5264 7.329446e+00 2.212406e+01 5.801417e+02 5.291356e+05
5265 -7.714966e+00 1.624891e+01 3.013466e+02 1.321614e+05
5266 -4.365687e+00 1.067786e+01 1.751976e+02 7.602542e+04
5267 5.326453e+00 1.023655e+01 1.607331e+02 7.218493e+04
5268 1.522277e+01 1.549573e+01 3.138050e+02 1.816733e+05
5269 8.539882e+00 1.644810e+01 3.644648e+02 2.873890e+05
5270 1.988213e+01 2.013994e+01 5.487866e+02 5.497821e+05
5271 5.336385e-01 6.170513e+00 5.444046e+01 6.772989e+03
5272 2.986096e+00 7.986950e+00 1.050960e+02 3.450285e+04
5273 5.483686e+00 9.952518e+00 1.777176e+02 1.244233e+05
5274 2.685777e+00 1.214232e+01 2.121251e+02 1.010556e+05
5275 -7.787453e-01 1.633026e+01 3.574036e+02 2.481909e+05
5276 -9.635640e-01 1.372966e+01 2.566938e+02 1.312428e+05
5277 3.438054e+00 1.030011e+01 1.447576e+02 4.113543e+04
5278 6.573497e+00 1.070721e+01 1.659149e+02 5.859076e+04
5279 3.776328e+00 8.555330e+00 1.049215e+02 2.363177e+04
5280 -1.669968e+01 1.684692e+01 3.605513e+02 2.346872e+05
5281 8.655515e+00 1.106961e+01 2.172011e+02 1.410747e+05
5282 3.052445e+00 8.559458e+00 1.137746e+02 3.996807e+04
5283 -3.241494e+00 6.444766e+00 6.165605e+01 1.003726e+04
5284 -5.807428e+00 1.140121e+01 2.009523e+02 1.042407e+05
5285 1.249637e+01 1.327116e+01 2.719407e+02 1.755614e+05
5286 1.273644e+01 1.501961e+01 3.151473e+02 2.106208e+05
5287 9.732094e+00 1.254782e+01 2.295659e+02 1.167333e+05
5288 6.831008e+00 1.290838e+01 2.544140e+02 1.497631e+05
5289 6.912403e-02 1.059750e+01 1.778917e+02 8.269386e+04
5290 -7.263371e+00 1.196870e+01 2.465711e+02 1.844620e+05
5291 1.198941e+00 1.462475e+01 2.886355e+02 1.596439e+05
5292 -7.549861e+00 1.268849e+01 2.331853e+02 1.332257e+05
5293 -5.178339e+00 1.191324e+01 2.173551e+02 1.327910e+05
5294 -4.617088e-01 1.082974e+01 1.724918e+02 6.969223e+04
5295 -1.416295e+01 1.871555e+01 5.363304e+02 5.928939e+05
5296 -2.675043e+00 1.286418e+01 2.404915e+02 1.544222e+05
5297 2.962847e+00 1.380603e+01 2.513593e+02 1.200868e+05
5298 5.168766e+00 7.643441e+00 8.720196e+01 1.945659e+04
5299 -5.623038e+00 1.308732e+01 2.594332e+02 1.519539e+05
5300 5.166169e+00 7.386140e+00 7.845363e+01 1.422118e+04
5301 2.932942e+00 7.221096e+00 7.324956e+01 1.172807e+04
5302 7.267911e-01 1.020565e+01 1.413749e+02 4.027439e+04
5303 -6.818236e+00 1.122535e+01 1.696658e+02 5.912960e+04
5304 -1.056172e+01 1.226713e+01 2.173638e+02 1.034495e+05
5305 -6.342059e+00 1.694467e+01 3.354363e+02 1.644865e+05
5306 -1.113852e+01 1.473400e+01 2.844051e+02 1.538516e+05
5307 -5.298246e+00 1.638768e+01 3.469504e+02 2.081480e+05
5308 6.761981e+00 1.495220e+01 3.019969e+02 1.829654e+05
5309 5.522978e-01 1.598844e+01 3.482500e+02 2.537969e+05
5310 -7.446323e+00 1.137266e+01 2.068524e+02 1.190930e+05
5311 7.407387e+00 1.407584e+01 2.966074e+02 1.995080e+05
5312 1.552380e+01 1.553607e+01 2.865976e+02 1.347733e+05
5313 -8.496725e+00 1.126926e+01 1.826743e+02 6.891762e+04
5314 -1.998464e+01 2.038075e+01 5.317454e+02 4.807222e+05
5315 4.151282e+00 1.328901e+01 2.765587e+02 2.091682e+05
5316 1.080887e+01 1.369706e+01 3.250683e+02 3.267981e+05
5317 1.474745e+01 1.690464e+01 3.504519e+02 2.086495e+05
5318 7.305187e+00 1.063863e+01 1.743523e+02 8.782562e+04
5319 9.352610e+00 1.300668e+01 2.246272e+02 9.626132e+04
5320 6.664746e+00 9.165129e+00 1.178406e+02 3.114409e+04
5321 -1.232810e+00 1.147100e+01 2.026132e+02 9.633418e+04
5322 -7.452183e-02 1.263386e+01 2.128590e+02 8.783683e+04
5323 7.459718e+00 1.047530e+01 1.752343e+02 9.410720e+04
5324 -3.785305e+00 9.203059e+00 1.496390e+02 6.959569e+04
5325 -2.240481e+00 9.314894e+00 1.198852e+02 3.454844e+04
5326 -5.091967e+00 1.415576e+01 2.508715e+02 1.136968e+05
5327 2.413823e+01 2.413823e+01 6.214623e+02 4.769732e+05
5328 1.499820e+01 1.617321e+01 3.554326e+02 2.681125e+05
5329 -3.112432e+00 8.406987e+00 1.340227e+02 8.876474e+04
5330 1.586904e+01 1.691397e+01 3.813566e+02 2.692985e+05
5331 1.451570e+01 1.676327e+01 3.497462e+02 2.126900e+05
5332 2.678018e+00 1.218310e+01 2.008803e+02 7.827859e+04
5333 -7.537491e+00 1.385517e+01 2.358986e+02 9.533950e+04
5334 -1.726197e+00 1.240149e+01 2.173320e+02 1.102665e+05
5335 3.436435e+00 1.121646e+01 1.733626e+02 6.621220e+04
5336 1.061627e+01 1.092625e+01 1.920630e+02 1.018436e+05
5337 1.704693e+01 1.908051e+01 4.577065e+02 3.447482e+05
5338 1.212805e+01 1.241891e+01 2.091423e+02 8.609297e+04
5339 -8.435561e+00 1.078877e+01 1.745874e+02 8.080944e+04
5340 6.011519e+00 1.276835e+01 2.349059e+02 1.333813e+05
5341 1.305523e+01 1.344057e+01 2.511392e+02 1.448105e+05
5342 2.174472e+00 1.312446e+01 2.518741e+02 1.585924e+05
5343 5.112443e+00 1.661381e+01 3.710855e+02 2.640261e+05
5344 1.588685e+00 1.650463e+01 3.568194e+02 2.286874e+05
5345 4.525828e+00 1.130354e+01 1.735104e+02 6.288257e+04
5346 -1.387034e+01 1.398103e+01 2.524629e+02 1.178534e+05
5347 7.450544e-02 1.541744e+01 3.050498e+02 1.731333e+05
5348 1.009264e+00 1.020580e+01 1.351119e+02 3.428989e+04
5349 -3.368109e+00 1.034851e+01 1.516189e+02 5.077430e+04
5350 1.141731e-01 8.345212e+00 1.210229e+02 4.898044e+04
5351 -1.169902e+01 1.587549e+01 3.487185e+02 2.309037e+05
5352 -1.513925e+00 1.270776e+01 2.467314e+02 1.576043e+05
5353 2.303858e+00 7.216951e+00 8.400388e+01 2.127967e+04
5354 4.652974e+00 1.487900e+01 2.982495e+02 1.648173e+05
5355 -8.371787e+00 1.567588e+01 3.241338e+02 2.206151e+05
5356 1.441856e+01 1.473938e+01 2.969426e+02 1.822899e+05
5357 1.905417e+00 7.850478e+00 9.602647e+01 2.252547e+04
5358 -1.990794e-02 6.593302e+00 6.514635e+01 1.117616e+04
5359 -7.920528e+00 1.084898e+01 1.884737e+02 1.098543e+05
5360 1.295780e+00 9.465366e+00 1.394568e+02 5.479510e+04
5361 7.854430e+00 1.453033e+01 2.932417e+02 1.695279e+05
5362 -2.830814e+00 1.243764e+01 2.266990e+02 1.140804e+05
5363 5.711864e+00 9.031275e+00 1.249100e+02 3.730584e+04
5364 3.113026e+00 1.413286e+01 2.829328e+02 1.690194e+05
5365 5.259283e+00 7.685993e+00 9.657884e+01 2.786686e+04
5366 7.364678e+00 1.018964e+01 1.690253e+02 8.463640e+04
5367 -6.078728e+00 1.266153e+01 2.455825e+02 1.572155e+05
5368 4.240308e+00 1.015459e+01 1.609048e+02 7.099198e+04
5369 1.474845e+01 1.534955e+01 3.212479e+02 2.063867e+05
5370 1.217463e+01 1.334860e+01 3.185621e+02 2.928231e+05
5371 5.184564e+00 1.642411e+01 3.276280e+02 1.686490e+05
5372 -6.832133e+00 8.156247e+00 1.061256e+02 3.093753e+04
5373 -1.421898e+01 1.603345e+01 3.885595e+02 3.426361e+05
5374 -1.858217e+01 1.940256e+01 5.214526e+02 4.693717e+05
5375 6.373762e+00 1.322758e+01 2.821512e+02 1.954997e+05
5376 -9.308543e-02 1.179400e+01 2.142562e+02 1.122847e+05
5377 -1.031621e+01 1.401024e+01 3.366033e+02 3.047094e+05
5378 1.209199e+01 1.962403e+01 5.177943e+02 5.682952e+05
5379 2.295869e+00 8.349601e+00 1.191549e+02 4.932846e+04
5380 -1.680594e+01 1.724568e+01 3.660671e+02 2.326333e+05
5381 3.485101e+00 9.589071e+00 1.406539e+02 5.176832e+04
5382 -9.567095e-01 8.106246e+00 1.006913e+02 2.558227e+04
5383 -2.744608e+00 6.419280e+00 6.529003e+01 1.247632e+04
5384 4.765515e+00 1.579173e+01 3.342287e+02 2.199353e+05
5385 6.911950e+00 1.231902e+01 2.605002e+02 2.010906e+05
5386 4.471002e+00 1.054181e+01 1.660432e+02 6.245780e+04
5387 -9.599710e+00 1.551941e+01 3.106088e+02 1.755407e+05
5388 1.830560e+00 1.292217e+01 2.518979e+02 1.457056e+05
5389 2.433254e+00 9.210699e+00 1.287481e+02 3.808225e+04
5390 3.683706e-01 1.288954e+01 2.599539e+02 1.589810e+05
5391 -7.049018e+00 1.249490e+01 2.232578e+02 1.046344e+05
5392 3.076346e+00 1.125355e+01 1.766947e+02 6.871767e+04
5393 7.059499e-01 9.959143e+00 1.606932e+02 6.815584e+04
5394 1.398363e+01 1.501056e+01 3.394966e+02 2.758153e+05
5395 1.217198e+01 1.238629e+01 2.258131e+02 1.216917e+05
5396 9.211450e+00 1.476502e+01 2.984302e+02 1.991963e+05
5397 -9.592040e+00 1.124128e+01 1.736031e+02 6.215450e+04
5398 -1.243249e+01 1.395062e+01 2.654146e+02 1.511969e+05
5399 1.622189e+01 1.809894e+01 4.280995e+02 3.282154e+05
5400 2.150846e+00 7.997366e+00 1.014521e+02 3.415486e+04
5401 8.701355e+00 1.182234e+01 2.335670e+02 1.684398e+05
5402 7.481052e+00 1.081988e+01 1.664510e+02 6.400550e+04
5403 1.784484e+01 1.862771e+01 4.889727e+02 5.005685e+05
5404 -6.741335e+00 1.229128e+01 2.111444e+02 9.435566e+04
5405 3.040811e+00 1.143981e+01 2.018319e+02 1.025804e+05
5406 -1.255914e+01 1.831725e+01 4.721526e+02 4.290543e+05
5407 1.119065e+01 1.250933e+01 2.297294e+02 1.138879e+05
5408 -1.008343e+01 1.082386e+01 1.768415e+02 8.851242e+04
5409 -5.080512e+00 1.083980e+01 1.830165e+02 8.971210e+04
5410 -1.047140e+01 1.544343e+01 3.255369e+02 2.135695e+05
5411 -6.605247e+00 1.126762e+01 2.099440e+02 1.299918e+05
5412 -1.756804e+00 1.014391e+01 1.374615e+02 3.638869e+04
5413 -7.795769e-01 8.981631e+00 1.227476e+02 3.660382e+04
5414 -2.251535e+00 1.924797e+01 4.833349e+02 4.693467e+05
5415 1.151838e+01 1.192964e+01 1.887324e+02 6.553529e+04
5416 2.981437e+00 1.611889e+01 3.588474e+02 2.662330e+05
5417 -9.971830e+00 1.648658e+01 3.737129e+02 3.205867e+05
5418 -1.437971e+00 1.372664e+01 2.434966e+02 1.014314e+05
5419 -7.166227e+00 1.351829e+01 2.588530e+02 1.371041e+05
5420 7.711910e+00 1.482828e+01 3.260845e+02 2.305221e+05
5421 7.029478e+00 1.010078e+01 2.066699e+02 1.663075e+05
5422 -5.325982e+00 9.266550e+00 1.304731e+02 4.115281e+04
5423 2.587423e+00 9.852810e+00 1.891192e+02 1.262208e+05
